"LSOACODE","AVEPRICE","AVEINCOME","IMDSCORE","PTAINDEX","PTACAT"
"E01004756",713327.17,65086.67,27.8,18.79,"3. Medium"
"E01004757",654551.44,48270,54.9,26.65,"5. Highest"
"E01004760",827350.82,65396.67,31.6,16.57,"3. Medium"
"E01004761",3329571.44,101216.67,13.9,53.41,"5. Highest"
"E01004762",3289629.73,102466.67,13.7,55.36,"5. Highest"
"E01004763",1560634.59,77920,30.9,73.92,"5. Highest"
"E01004765",1697127.7,84933.33,22.4,67.26,"5. Highest"
"E01015924",928548.68,77993.33,20.8,58.46,"5. Highest"
"E01015925",246681.04,45646.67,22.5,5.55,"2. Low"
"E01015971",531290.41,36080,52.1,22.6,"4. High"
"E01015978",352773.17,45196.67,12.2,2.89,"1. Lowest"
"E01016482",195198.44,39420,21.5,9.97,"2. Low"
"E01017810",260258.1,38476.67,42.1,11,"3. Medium"
"E01017811",648854.05,62140,4.9,3.9,"1. Lowest"
"E01017812",481194.75,43190,41.8,24.64,"4. High"
"E01017813",483098.23,43996.67,20.4,4.91,"1. Lowest"
"E01017826",525479.68,63230,13.9,24.3,"4. High"
"E01017827",351407.28,35393.33,36.8,15.66,"3. Medium"
"E01021443",754302.02,62546.67,10.3,5.3,"2. Low"
"E01021468",316091.17,36750,25.4,4.27,"1. Lowest"
"E01021473",324333.83,44213.33,26.5,13.66,"3. Medium"
"E01021744",356579.97,47856.67,6.2,5.63,"2. Low"
"E01021745",274015.29,40060,51.4,27.74,"5. Highest"
"E01021746",383191.05,47530,10.2,5.89,"2. Low"
"E01021748",280416.28,38833.33,22.4,2.83,"1. Lowest"
"E01021749",247158.84,37346.67,32.4,8.39,"2. Low"
"E01021750",382142.46,44623.33,39.1,15.99,"3. Medium"
"E01021752",412821.06,42053.33,28.2,23.28,"4. High"
"E01021764",294388.13,42530,18.1,5,"2. Low"
"E01021765",388483.94,46490,24.2,10.8,"3. Medium"
"E01021766",754904.61,60923.33,7.2,11.46,"3. Medium"
"E01021770",258351.22,35316.67,50.9,7.48,"2. Low"
"E01021780",686023.86,59596.67,23.2,1.58,"1. Lowest"
